date,lineage,count
2022-03-12,BA.2.75,0
2022-03-12,XBB,0
2022-03-12,BA.5.3,0
2022-03-19,A,0
2022-03-19,B,0
2022-03-19,B.1.1.7,0
2022-03-19,B.1.617.2,5
2022-03-19,B.1.1.529,24
2022-03-19,BA.2,40191
2022-03-19,BA.4,0
2022-03-19,BA.5,0
2022-03-19,BA.1,3525
2022-03-19,BA.2.75,0
2022-03-19,XBB,0
2022-03-19,BA.5.3,0
2022-03-26,A,0
2022-03-26,B,0
2022-03-26,B.1.1.7,0
2022-03-26,B.1.617.2,6
2022-03-26,B.1.1.529,20
2022-03-26,BA.2,33740
2022-03-26,BA.4,1
2022-03-26,BA.5,0
2022-03-26,BA.1,1620
2022-03-26,BA.2.75,0
2022-03-26,XBB,0
2022-03-26,BA.5.3,0
2022-04-02,A,0
2022-04-02,B,0
2022-04-02,B.1.1.7,0
2022-04-02,B.1.617.2,0
2022-04-02,B.1.1.529,7
2022-04-02,BA.2,14166
2022-04-02,BA.4,0
2022-04-02,BA.5,1
2022-04-02,BA.1,433
2022-04-02,BA.2.75,0
2022-04-02,XBB,0
2022-04-02,BA.5.3,1
2022-04-09,A,0
2022-04-09,B,0
2022-04-09,B.1.1.7,0
2022-04-09,B.1.617.2,0
2022-04-09,B.1.1.529,1
2022-04-09,BA.2,2778
2022-04-09,BA.4,2
2022-04-09,BA.5,1
2022-04-09,BA.1,57
2022-04-09,BA.2.75,0
2022-04-09,XBB,0
2022-04-09,BA.5.3,0
2022-04-16,A,0
2022-04-16,B,0
2022-04-16,B.1.1.7,0
2022-04-16,B.1.617.2,0
2022-04-16,B.1.1.529,1
2022-04-16,BA.2,3251
2022-04-16,BA.4,2
2022-04-16,BA.5,1
2022-04-16,BA.1,48
2022-04-16,BA.2.75,0
2022-04-16,XBB,0
2022-04-16,BA.5.3,0
2022-04-23,A,0
2022-04-23,B,0
2022-04-23,B.1.1.7,0
2022-04-23,B.1.617.2,0
2022-04-23,B.1.1.529,1
2022-04-23,BA.2,2146
2022-04-23,BA.4,3
2022-04-23,BA.5,2
2022-04-23,BA.1,10
2022-04-23,BA.2.75,0
2022-04-23,XBB,0
2022-04-23,BA.5.3,1
2022-04-30,A,0
2022-04-30,B,0
2022-04-30,B.1.1.7,0
2022-04-30,B.1.617.2,0
2022-04-30,B.1.1.529,0
2022-04-30,BA.2,1322
2022-04-30,BA.4,0
2022-04-30,BA.5,10
2022-04-30,BA.1,8
2022-04-30,BA.2.75,0
2022-04-30,XBB,0
2022-04-30,BA.5.3,0
2022-05-07,A,0
2022-05-07,B,0
2022-05-07,B.1.1.7,0
2022-05-07,B.1.617.2,0
2022-05-07,B.1.1.529,0
2022-05-07,BA.2,1098
2022-05-07,BA.4,12
2022-05-07,BA.5,13
2022-05-07,BA.1,4
2022-05-07,BA.2.75,0
2022-05-07,XBB,0
2022-05-07,BA.5.3,4
2022-05-14,A,0
2022-05-14,B,0
2022-05-14,B.1.1.7,0
2022-05-14,B.1.617.2,0
2022-05-14,B.1.1.529,0
2022-05-14,BA.2,812
2022-05-14,BA.4,24
2022-05-14,BA.5,16
2022-05-14,BA.1,2
2022-05-14,BA.2.75,0
2022-05-14,XBB,0
2022-05-14,BA.5.3,2
2022-05-21,A,0
2022-05-21,B,0
2022-05-21,B.1.1.7,0
2022-05-21,B.1.617.2,0
2022-05-21,B.1.1.529,0
2022-05-21,BA.2,584
2022-05-21,BA.4,30
2022-05-21,BA.5,33
2022-05-21,BA.1,5
2022-05-21,BA.2.75,0
2022-05-21,XBB,0
2022-05-21,BA.5.3,15
2022-05-28,A,0
2022-05-28,B,0
2022-05-28,B.1.1.7,0
2022-05-28,B.1.617.2,0
2022-05-28,B.1.1.529,0
2022-05-28,BA.2,387
2022-05-28,BA.4,38
2022-05-28,BA.5,47
2022-05-28,BA.1,0
2022-05-28,BA.2.75,0
2022-05-28,XBB,0
2022-05-28,BA.5.3,16
2022-06-04,A,0
2022-06-04,B,0
2022-06-04,B.1.1.7,0
2022-06-04,B.1.617.2,0
2022-06-04,B.1.1.529,0
2022-06-04,BA.2,274
2022-06-04,BA.4,73
2022-06-04,BA.5,98
2022-06-04,BA.1,1
2022-06-04,BA.2.75,0
2022-06-04,XBB,0
2022-06-04,BA.5.3,20
2022-06-11,A,0
2022-06-11,B,1
2022-06-11,B.1.1.7,0
2022-06-11,B.1.617.2,0
2022-06-11,B.1.1.529,0
2022-06-11,BA.2,355
2022-06-11,BA.4,200
2022-06-11,BA.5,321
2022-06-11,BA.1,0
2022-06-11,BA.2.75,0
2022-06-11,XBB,0
2022-06-11,BA.5.3,55
2022-06-18,A,0
2022-06-18,B,1
2022-06-18,B.1.1.7,0
2022-06-18,B.1.617.2,0
2022-06-18,B.1.1.529,0
2022-06-18,BA.2,292
2022-06-18,BA.4,282
2022-06-18,BA.5,541
2022-06-18,BA.1,0
2022-06-18,BA.2.75,0
2022-06-18,XBB,0
2022-06-18,BA.5.3,100
2022-06-25,A,0
2022-06-25,B,0
2022-06-25,B.1.1.7,0
2022-06-25,B.1.617.2,0
2022-06-25,B.1.1.529,0
2022-06-25,BA.2,242
2022-06-25,BA.4,403
2022-06-25,BA.5,904
2022-06-25,BA.1,0
2022-06-25,BA.2.75,5
2022-06-25,XBB,0
2022-06-25,BA.5.3,185
2022-07-02,A,0
2022-07-02,B,0
2022-07-02,B.1.1.7,0
2022-07-02,B.1.617.2,1
2022-07-02,B.1.1.529,0
2022-07-02,BA.2,194
2022-07-02,BA.4,462
2022-07-02,BA.5,1298
2022-07-02,BA.1,0
2022-07-02,BA.2.75,3
2022-07-02,XBB,0
2022-07-02,BA.5.3,238
2022-07-09,A,0
2022-07-09,B,0
2022-07-09,B.1.1.7,0
2022-07-09,B.1.617.2,0
2022-07-09,B.1.1.529,0
2022-07-09,BA.2,112
2022-07-09,BA.4,324
2022-07-09,BA.5,1287
2022-07-09,BA.1,1
2022-07-09,BA.2.75,0
2022-07-09,XBB,0
2022-07-09,BA.5.3,237
2022-07-16,A,0
2022-07-16,B,0
2022-07-16,B.1.1.7,0
2022-07-16,B.1.617.2,2
2022-07-16,B.1.1.529,0
2022-07-16,BA.2,33
2022-07-16,BA.4,212
2022-07-16,BA.5,959
2022-07-16,BA.1,0
2022-07-16,BA.2.75,1
2022-07-16,XBB,0
2022-07-16,BA.5.3,154
2022-07-23,A,0
2022-07-23,B,0
2022-07-23,B.1.1.7,0
2022-07-23,B.1.617.2,0
2022-07-23,B.1.1.529,0
2022-07-23,BA.2,22
2022-07-23,BA.4,113
2022-07-23,BA.5,739
2022-07-23,BA.1,1
2022-07-23,BA.2.75,0
2022-07-23,XBB,0
2022-07-23,BA.5.3,112
2022-07-30,A,0
2022-07-30,B,0
2022-07-30,B.1.1.7,0
2022-07-30,B.1.617.2,0
2022-07-30,B.1.1.529,0
2022-07-30,BA.2,7
2022-07-30,BA.4,93
2022-07-30,BA.5,572
2022-07-30,BA.1,1
2022-07-30,BA.2.75,0
2022-07-30,XBB,0
2022-07-30,BA.5.3,91
2022-08-06,A,0
2022-08-06,B,0
2022-08-06,B.1.1.7,0
2022-08-06,B.1.617.2,0
2022-08-06,B.1.1.529,0
2022-08-06,BA.2,9
2022-08-06,BA.4,74
2022-08-06,BA.5,506
2022-08-06,BA.1,0
2022-08-06,BA.2.75,1
2022-08-06,XBB,0
2022-08-06,BA.5.3,73
2022-08-13,A,0
2022-08-13,B,0
2022-08-13,B.1.1.7,0
2022-08-13,B.1.617.2,0
2022-08-13,B.1.1.529,0
2022-08-13,BA.2,3
2022-08-13,BA.4,40
2022-08-13,BA.5,375
2022-08-13,BA.1,1
2022-08-13,BA.2.75,2
2022-08-13,XBB,0
2022-08-13,BA.5.3,31
2022-08-20,A,0
2022-08-20,B,0
2022-08-20,B.1.1.7,0
2022-08-20,B.1.617.2,0
2022-08-20,B.1.1.529,0
2022-08-20,BA.2,0
2022-08-20,BA.4,33
2022-08-20,BA.5,250
2022-08-20,BA.1,1
2022-08-20,BA.2.75,3
2022-08-20,XBB,0
2022-08-20,BA.5.3,20
2022-08-27,A,0
2022-08-27,B,0
2022-08-27,B.1.1.7,0
2022-08-27,B.1.617.2,0
2022-08-27,B.1.1.529,0
2022-08-27,BA.2,2
2022-08-27,BA.4,18
2022-08-27,BA.5,170
2022-08-27,BA.1,0
2022-08-27,BA.2.75,1
2022-08-27,XBB,0
2022-08-27,BA.5.3,16
2022-09-03,A,0
2022-09-03,B,0
2022-09-03,B.1.1.7,0
2022-09-03,B.1.617.2,0
2022-09-03,B.1.1.529,0
2022-09-03,BA.2,1
2022-09-03,BA.4,24
2022-09-03,BA.5,163
2022-09-03,BA.1,0
2022-09-03,BA.2.75,2
2022-09-03,XBB,0
2022-09-03,BA.5.3,17
2022-09-10,A,0
2022-09-10,B,0
2022-09-10,B.1.1.7,0
2022-09-10,B.1.617.2,0
2022-09-10,B.1.1.529,0
2022-09-10,BA.2,1
2022-09-10,BA.4,12
2022-09-10,BA.5,150
2022-09-10,BA.1,0
2022-09-10,BA.2.75,2
2022-09-10,XBB,0
2022-09-10,BA.5.3,10
2022-09-17,A,0
2022-09-17,B,0
2022-09-17,B.1.1.7,0
2022-09-17,B.1.617.2,0
2022-09-17,B.1.1.529,0
2022-09-17,BA.2,2
2022-09-17,BA.4,10
2022-09-17,BA.5,230
2022-09-17,BA.1,0
2022-09-17,BA.2.75,5
2022-09-17,XBB,1
2022-09-17,BA.5.3,21
2022-09-24,A,0
2022-09-24,B,0
2022-09-24,B.1.1.7,0
2022-09-24,B.1.617.2,0
2022-09-24,B.1.1.529,0
2022-09-24,BA.2,1
2022-09-24,BA.4,17
2022-09-24,BA.5,240
2022-09-24,BA.1,0
2022-09-24,BA.2.75,7
2022-09-24,XBB,1
2022-09-24,BA.5.3,34
2022-10-01,A,0
2022-10-01,B,0
2022-10-01,B.1.1.7,0
2022-10-01,B.1.617.2,0
2022-10-01,B.1.1.529,0
2022-10-01,BA.2,1
2022-10-01,BA.4,27
2022-10-01,BA.5,306
2022-10-01,BA.1,0
2022-10-01,BA.2.75,22
2022-10-01,XBB,0
2022-10-01,BA.5.3,48
2022-10-08,A,0
2022-10-08,B,0
2022-10-08,B.1.1.7,0
2022-10-08,B.1.617.2,0
2022-10-08,B.1.1.529,0
2022-10-08,BA.2,2
2022-10-08,BA.4,52
2022-10-08,BA.5,459
2022-10-08,BA.1,0
2022-10-08,BA.2.75,31
2022-10-08,XBB,1
2022-10-08,BA.5.3,143
2022-10-15,A,0
2022-10-15,B,0
2022-10-15,B.1.1.7,0
2022-10-15,B.1.617.2,0
2022-10-15,B.1.1.529,0
2022-10-15,BA.2,4
2022-10-15,BA.4,21
2022-10-15,BA.5,308
2022-10-15,BA.1,0
2022-10-15,BA.2.75,34
2022-10-15,XBB,1
2022-10-15,BA.5.3,106
2022-10-22,A,0
2022-10-22,B,0
2022-10-22,B.1.1.7,0
2022-10-22,B.1.617.2,0
2022-10-22,B.1.1.529,0
2022-10-22,BA.2,3
2022-10-22,BA.4,15
2022-10-22,BA.5,244
2022-10-22,BA.1,0
2022-10-22,BA.2.75,26
2022-10-22,XBB,4
2022-10-22,BA.5.3,133
2022-10-29,A,0
2022-10-29,B,0
2022-10-29,B.1.1.7,0
2022-10-29,B.1.617.2,0
2022-10-29,B.1.1.529,0
2022-10-29,BA.2,1
2022-10-29,BA.4,10
2022-10-29,BA.5,127
2022-10-29,BA.1,0
2022-10-29,BA.2.75,14
2022-10-29,XBB,2
2022-10-29,BA.5.3,123
2022-11-05,A,0
2022-11-05,B,0
2022-11-05,B.1.1.7,0
2022-11-05,B.1.617.2,0
2022-11-05,B.1.1.529,0
2022-11-05,BA.2,1
2022-11-05,BA.4,5
2022-11-05,BA.5,46
2022-11-05,BA.1,0
2022-11-05,BA.2.75,11
2022-11-05,XBB,0
2022-11-05,BA.5.3,69
2022-11-12,A,0
2022-11-12,B,0
2022-11-12,B.1.1.7,0
2022-11-12,B.1.617.2,0
2022-11-12,B.1.1.529,0
2022-11-12,BA.2,0
2022-11-12,BA.4,1
2022-11-12,BA.5,37
2022-11-12,BA.1,0
2022-11-12,BA.2.75,8
2022-11-12,XBB,0
2022-11-12,BA.5.3,59
2022-11-19,A,0
2022-11-19,B,0
2022-11-19,B.1.1.7,0
2022-11-19,B.1.617.2,0
2022-11-19,B.1.1.529,0
2022-11-19,BA.2,0
2022-11-19,BA.4,1
2022-11-19,BA.5,29
2022-11-19,BA.1,0
2022-11-19,BA.2.75,7
2022-11-19,XBB,0
2022-11-19,BA.5.3,62
2022-11-26,A,0
2022-11-26,B,0
2022-11-26,B.1.1.7,0
2022-11-26,B.1.617.2,0
2022-11-26,B.1.1.529,0
2022-11-26,BA.2,0
2022-11-26,BA.4,3
2022-11-26,BA.5,17
2022-11-26,BA.1,0
2022-11-26,BA.2.75,48
2022-11-26,XBB,2
2022-11-26,BA.5.3,82
2022-12-03,A,0
2022-12-03,B,0
2022-12-03,B.1.1.7,0
2022-12-03,B.1.617.2,0
2022-12-03,B.1.1.529,0
2022-12-03,BA.2,0
2022-12-03,BA.4,5
2022-12-03,BA.5,28
2022-12-03,BA.1,0
2022-12-03,BA.2.75,25
2022-12-03,XBB,5
2022-12-03,BA.5.3,117
2022-12-10,A,0
2022-12-10,B,0
2022-12-10,B.1.1.7,0
2022-12-10,B.1.617.2,0
2022-12-10,B.1.1.529,0
2022-12-10,BA.2,1
2022-12-10,BA.4,2
2022-12-10,BA.5,22
2022-12-10,BA.1,1
2022-12-10,BA.2.75,76
2022-12-10,XBB,11
2022-12-10,BA.5.3,188
2022-12-17,A,0
2022-12-17,B,0
2022-12-17,B.1.1.7,0
2022-12-17,B.1.617.2,0
2022-12-17,B.1.1.529,0
2022-12-17,BA.2,1
2022-12-17,BA.4,1
2022-12-17,BA.5,16
2022-12-17,BA.1,1
2022-12-17,BA.2.75,78
2022-12-17,XBB,30
2022-12-17,BA.5.3,201
2022-12-24,A,0
2022-12-24,B,0
2022-12-24,B.1.1.7,0
2022-12-24,B.1.617.2,0
2022-12-24,B.1.1.529,0
2022-12-24,BA.2,0
2022-12-24,BA.4,0
2022-12-24,BA.5,25
2022-12-24,BA.1,1
2022-12-24,BA.2.75,115
2022-12-24,XBB,21
2022-12-24,BA.5.3,232
2022-12-31,A,0
2022-12-31,B,0
2022-12-31,B.1.1.7,0
2022-12-31,B.1.617.2,0
2022-12-31,B.1.1.529,0
2022-12-31,BA.2,0
2022-12-31,BA.4,2
2022-12-31,BA.5,17
2022-12-31,BA.1,0
2022-12-31,BA.2.75,132
2022-12-31,XBB,13
2022-12-31,BA.5.3,320
2023-01-07,A,0
2023-01-07,B,0
2023-01-07,B.1.1.7,0
2023-01-07,B.1.617.2,0
2023-01-07,B.1.1.529,0
2023-01-07,BA.2,1
2023-01-07,BA.4,5
2023-01-07,BA.5,14
2023-01-07,BA.1,0
2023-01-07,BA.2.75,90
2023-01-07,XBB,15
2023-01-07,BA.5.3,179
2023-01-14,A,0
2023-01-14,B,0
2023-01-14,B.1.1.7,0
2023-01-14,B.1.617.2,0
2023-01-14,B.1.1.529,0
2023-01-14,BA.2,0
2023-01-14,BA.4,0
2023-01-14,BA.5,3
2023-01-14,BA.1,0
2023-01-14,BA.2.75,61
2023-01-14,XBB,7
2023-01-14,BA.5.3,88
2023-01-21,A,0
2023-01-21,B,1
2023-01-21,B.1.1.7,0
2023-01-21,B.1.617.2,0
2023-01-21,B.1.1.529,0
2023-01-21,BA.2,0
2023-01-21,BA.4,0
2023-01-21,BA.5,1
2023-01-21,BA.1,0
2023-01-21,BA.2.75,59
2023-01-21,XBB,20
2023-01-21,BA.5.3,33
2023-01-28,A,0
2023-01-28,B,0
2023-01-28,B.1.1.7,0
2023-01-28,B.1.617.2,0
2023-01-28,B.1.1.529,0
2023-01-28,BA.2,0
2023-01-28,BA.4,0
2023-01-28,BA.5,3
2023-01-28,BA.1,0
2023-01-28,BA.2.75,39
2023-01-28,XBB,36
2023-01-28,BA.5.3,39
2023-02-04,A,0
2023-02-04,B,0
2023-02-04,B.1.1.7,0
2023-02-04,B.1.617.2,0
2023-02-04,B.1.1.529,0
2023-02-04,BA.2,0
2023-02-04,BA.4,0
2023-02-04,BA.5,1
2023-02-04,BA.1,0
2023-02-04,BA.2.75,72
2023-02-04,XBB,84
2023-02-04,BA.5.3,44
2023-02-11,A,0
2023-02-11,B,0
2023-02-11,B.1.1.7,0
2023-02-11,B.1.617.2,0
2023-02-11,B.1.1.529,0
2023-02-11,BA.2,0
2023-02-11,BA.4,0
2023-02-11,BA.5,2
2023-02-11,BA.1,0
2023-02-11,BA.2.75,79
2023-02-11,XBB,115
2023-02-11,BA.5.3,18
